,Zeit,Strom
717,2012-05-30 21:00:00,1173.0
718,2012-05-30 22:00:00,1150.0
719,2012-05-30 23:00:00,1093.0
720,2012-05-31 00:00:00,885.0
721,2012-05-31 01:00:00,838.0
722,2012-05-31 02:00:00,766.0
723,2012-05-31 03:00:00,604.0
724,2012-05-31 04:00:00,763.0
725,2012-05-31 05:00:00,736.0
726,2012-05-31 06:00:00,735.0
727,2012-05-31 07:00:00,787.0
728,2012-05-31 08:00:00,959.0
729,2012-05-31 09:00:00,1140.0
730,2012-05-31 10:00:00,1171.0
731,2012-05-31 11:00:00,1228.0
732,2012-05-31 12:00:00,1268.0
733,2012-05-31 13:00:00,1258.0
734,2012-05-31 14:00:00,1190.0
735,2012-05-31 15:00:00,1224.0
736,2012-05-31 16:00:00,1167.0
737,2012-05-31 17:00:00,1120.0
738,2012-05-31 18:00:00,1133.0
739,2012-05-31 19:00:00,1318.0
740,2012-05-31 20:00:00,1322.0
741,2012-05-31 21:00:00,1110.0
742,2012-05-31 22:00:00,1147.0
743,2012-05-31 23:00:00,1157.0
